observation_key,review_id,case_id,model,policy,repetition,slot,index,physical_fragment_id,artifact_directory,fragment_offset,local_index,scheduled_index,category,scenario_id,answerability,authorized,memory_need,status,failure,error,request_s,cold_first_request,authorization_s,selection_s,selector_calls,selector_call_s,selection_source,retrieval_selected,selection_decision,selection_resolved,selection_unresolved,retrieval_attempts,unnecessary_retrievals,authorization_violations,retrieval_s,shared_intent_s,response_evidence_linking_s,generation_s,validation_s,loading_s,prefill_s,decode_s,backend_total_s,prompt_tokens,output_tokens,relevant_count,relevant_retrieved,relevant_supplied,retrieved_coverage,supplied_coverage,complete_relevant_retrieved,complete_relevant_supplied,inspected_count,irrelevant_inspected,source_candidate_count,irrelevant_source_candidates,retrieved_count,irrelevant_retrieved,supplied_count,irrelevant_supplied,inspected_ids,supplied_ids,helper_constraint,helper_speech_enum,response_transform,answer,residual_request_s,label,unsupported_claim,unsupported_personal_claim,abstained,explicit_conflict,forbidden_disclosure,task_success,known_fact_cautious_miss,posthoc_known_answer_without_supplied_evidence
slot_07:ir_07_02,review_bb80390cc5c809984674bdeccfe2b9cb,ir_07_02,qwen3:1.7b,ALWAYS,2,7,30,fragment_10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_03,0,30,30,paraphrased_personal_recall,ir_scenario_07,known_authorized,True,True,ok,False,,17.190091365,False,0.010723541,0.00844728,0,0.0,policy_always,True,True,True,False,1,0,0,0.077047242,0.009324163,0.009993995,17.014382334,0.006385558,0.001996149,2.100705,14.753072,16.920376372,248,69,1,1,0,1.0,0.0,True,False,23,22,20,19,3,2,0,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]",[],,False,,I do not have a verified personal memory that answers that.,0.05378725199999934,inappropriate_abstention,False,False,True,False,False,False,True,False
slot_07:ir_04_02,review_294eaca5fa26e54172ee6829bbe23d1e,ir_04_02,qwen3:1.7b,ALWAYS,2,7,31,fragment_10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_03,0,31,31,paraphrased_personal_recall,ir_scenario_04,known_authorized,True,True,ok,False,,11.400120824,False,0.008708478,0.009646773,0,0.0,policy_always,True,True,True,False,1,0,0,0.078527289,0.01196659,0.00969404,11.209483289,0.012658085,0.002783235,0.300664,10.759977,11.117437161,372,39,1,1,1,1.0,1.0,True,True,23,22,20,19,3,2,1,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005401""]",,False,,You chose Thursday mornings for recording birds in the yard.,0.0594362799999999,complete,False,False,False,False,False,True,False,False
slot_07:ir_01_03,review_59f9de6f719075f624783c62c0971da7,ir_01_03,qwen3:1.7b,ALWAYS,2,7,32,fragment_10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_03,0,32,32,multi_fact_personal,ir_scenario_01,known_authorized,True,True,ok,False,,12.089699894,False,0.009089524,0.010668817,0,0.0,policy_always,True,True,True,False,1,0,0,0.079895972,0.009479338,0.010046316,11.898993567,0.013006168,0.002515539,0.495194,11.225572,11.814290147,493,60,2,2,2,1.0,1.0,True,True,23,21,20,18,3,1,3,1,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104""]",,False,,"Your pressed-leaf album is called Fernwake, and you mount its leaves on a cream card.",0.05852019200000136,complete,False,False,False,False,False,True,False,False
slot_07:ir_04_06,review_c83de1a5160e68e2eadda959fb968bbc,ir_04_06,qwen3:1.7b,ALWAYS,2,7,33,fragment_10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_03,0,33,33,lifecycle_or_authorization,ir_scenario_04,unavailable_lifecycle,True,True,ok,False,,14.762888676,False,0.012065985,0.009721272,0,0.0,policy_always,True,True,True,False,1,0,0,0.07776237,0.009865984,0.010657743,14.582655197,0.007182083,0.001847916,1.472274,12.957581,14.496361995,247,45,0,0,0,,,,,23,23,20,20,3,3,0,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]",[],,False,,I do not have a verified personal memory that answers that.,0.05297804199999945,appropriate_abstention,False,False,True,False,False,True,False,False
slot_07:ir_08_05,review_241d2be5b1bfddcddbdbdb623863bc21,ir_08_05,qwen3:1.7b,ALWAYS,2,7,34,fragment_10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_03,0,34,34,unknown_or_conflicting,ir_scenario_08,conflicting,True,True,ok,False,,6.820066457,False,0.010466531,0.008365768,0,0.0,policy_always,True,True,True,False,1,0,0,0.075813866,0.009588623,0.011084039,6.634933986,0.010003016,0.002314567,0.547289,5.938403,6.538960768,492,28,2,2,1,1.0,0.5,True,False,23,21,20,18,3,1,1,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005804""]",,False,,Your current telescope lens-cleaning cloth is teal.,0.05981062800000014,incorrect,True,True,False,False,True,False,False,False
slot_07:ir_01_02,review_536a6ce9d9f488ee1ff409d6ffe7c4c5,ir_01_02,qwen3:1.7b,ALWAYS,2,7,35,fragment_10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_03,0,35,35,paraphrased_personal_recall,ir_scenario_01,known_authorized,True,True,ok,False,,17.578075284,False,0.009256444,0.009824669,0,0.0,policy_always,True,True,True,False,1,0,0,0.076713596,0.010024041,0.010693552,17.415037197,0.006946996,0.002072377,1.326298,15.914931,17.322125796,355,52,1,0,0,0.0,0.0,False,False,23,22,20,19,3,3,0,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]",[],,False,,"I'm sorry, but I don't have access to your personal memories or choices. Could you remind me of the name you chose for the collection of flattened leaves?",0.039578789000000114,inappropriate_abstention,False,False,True,False,False,False,True,False
slot_07:ir_06_04,review_42c31ad67899c273f145798e1f523c25,ir_06_04,qwen3:1.7b,ALWAYS,2,7,36,fragment_10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_03,0,36,36,general_no_memory,ir_scenario_06,self_contained_general,True,False,ok,False,,8.575526474,False,0.010088748,0.011062309,0,0.0,policy_always,True,True,True,False,1,1,0,0.086892966,0.010138511,0.011524063,8.379174044,0.011073989,0.002680796,0.493361,7.705911,8.29412778,497,25,0,0,0,,,,,23,23,20,20,3,3,1,1,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005601""]",,False,,You prefer jasmine tea without sugar.,0.05557184399999926,incorrect,True,True,False,False,True,False,False,False
slot_07:ir_03_01,review_1ccef3af29cf3a68d3b9f94ed231e2cb,ir_03_01,qwen3:1.7b,ALWAYS,2,7,37,fragment_10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_03,0,37,37,direct_personal_recall,ir_scenario_03,known_authorized,True,True,ok,False,,6.694731478,False,0.011149129,0.016215024,0,0.0,policy_always,True,True,True,False,1,0,0,0.078073025,0.011275249,0.013323687,6.497106632,0.010399933,0.001965618,0.542767,5.838187,6.406878756,491,28,1,1,1,1.0,1.0,True,True,23,22,20,19,3,2,1,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005301""]",verified_user_relationship,True,,Your mural-painting partner is Neri.,0.057188798999998625,complete,False,False,False,False,False,True,False,False
slot_07:ir_05_05,review_5720930b828f02ca36274016a4eb42d3,ir_05_05,qwen3:1.7b,ALWAYS,2,7,38,fragment_10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_03,0,38,38,unknown_or_conflicting,ir_scenario_05,unknown,True,True,ok,False,,11.421361066,False,0.010480994,0.010362107,0,0.0,policy_always,True,True,True,False,1,0,0,0.078559706,0.008911175,0.011561729,11.235072119,0.010629353,0.002714526,0.527660999,10.516889,11.135101249,523,34,0,0,0,,,,,23,23,20,20,3,3,2,2,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502""]",,False,,You have finished 12 origami cranes.,0.05578388299999837,incorrect,True,True,False,False,True,False,False,False
slot_07:ir_02_04,review_61def49aea158cd6c51282ec190d5d4f,ir_02_04,qwen3:1.7b,ALWAYS,2,7,39,fragment_10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_03,0,39,39,general_no_memory,ir_scenario_02,self_contained_general,True,False,ok,False,,13.500548099,False,0.011194571,0.011396406,0,0.0,policy_always,True,True,True,False,1,1,0,0.097664493,0.011508285,0.0111538,13.2911911,0.014041135,0.00196261,0.483034,12.64853,13.200693874,531,35,0,0,0,,,,,23,23,20,20,3,3,2,2,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202""]",,False,,You prefer silver ripstop tape for patching your kite.,0.05239830899999909,incorrect,False,False,False,False,True,False,False,False
slot_07:ir_04_03,review_2a14bb51d735775c42b70a3640577470,ir_04_03,qwen3:1.7b,ALWAYS,2,7,40,fragment_10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_03,0,40,40,multi_fact_personal,ir_scenario_04,known_authorized,True,True,interrupted,True,KeyboardInterrupt,15.118817562,False,0.009157716,0.01044643,0,0.0,policy_always,True,True,True,False,1,0,0,0.090285657,0.010069032,0.013583573,14.929009904,0.0,0.002713822,0.369217,14.402953,14.837561493,400,50,2,2,2,1.0,1.0,True,True,23,21,20,18,3,1,2,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402""]",,False,,,0.056265249999999156,technical_failure,False,False,False,False,False,False,False,False
slot_07:ir_06_01,review_727a812657f91d10704e3bdae2fcfbb4,ir_06_01,qwen3:1.7b,ALWAYS,2,7,1,fragment_11,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_07_from_41,40,1,41,direct_personal_recall,ir_scenario_06,known_authorized,True,True,ok,False,,30.192612883,True,0.009604038,0.009945273,0,0.0,policy_always,True,True,True,False,1,0,0,1.942319039,0.02112809,0.009985564,28.127626054,0.013709104,24.734526519,0.996996,2.283973,28.042722507,489,28,1,1,1,1.0,1.0,True,True,23,22,20,19,3,2,1,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005601""]",,False,,Your biscuit tin has a hexagonal shape.,0.0582957209999968,complete,False,False,False,False,False,True,False,False
slot_07:ir_07_04,review_1159286a42c25fae85337f0d3d286ad3,ir_07_04,qwen3:1.7b,ALWAYS,2,7,2,fragment_11,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_07_from_41,40,2,42,general_no_memory,ir_scenario_07,self_contained_general,True,False,ok,False,,4.487288446,False,0.010375185,0.010095201,0,0.0,policy_always,True,True,True,False,1,1,0,0.085533018,0.016944809,0.010476119,4.300363518,0.005869839,0.002403209,0.45288,3.547571,4.210664854,359,30,0,0,0,,,,,23,23,20,20,3,3,0,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]",[],,False,,The combined weight of the two parcels is 5 kilograms.,0.0476307570000003,complete,False,False,False,False,False,True,False,False
slot_07:ir_02_05,review_82cc120ce6cbe801511b19839cff5e68,ir_02_05,qwen3:1.7b,ALWAYS,2,7,3,fragment_11,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_07_from_41,40,3,43,unknown_or_conflicting,ir_scenario_02,unknown,True,True,ok,False,,2.820784436,False,0.009847987,0.010586301,0,0.0,policy_always,True,True,True,False,1,0,0,0.067942252,0.010166021,0.011852262,2.648347219,0.008074862,0.002228575,0.360078,2.116735,2.562799097,490,30,0,0,0,,,,,23,23,20,20,3,3,1,1,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005202""]",,False,,You prefer silver ripstop tape for patching your kite.,0.05396753199999971,incorrect,False,False,False,False,False,False,False,False
slot_07:ir_01_06,review_c74cb5bbd7b9418b70e99a9f8e8ba37e,ir_01_06,qwen3:1.7b,ALWAYS,2,7,4,fragment_11,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_07_from_41,40,4,44,lifecycle_or_authorization,ir_scenario_01,known_authorized,True,True,ok,False,,3.299397747,False,0.009075783,0.00877567,0,0.0,policy_always,True,True,True,False,1,0,0,0.072639223,0.008628525,0.01105516,3.114265694,0.013980127,0.002190397,0.617458,2.323465,3.015320039,582,35,1,1,1,1.0,1.0,True,True,23,22,20,19,3,2,2,1,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104""]",,False,,You keep your pressed-leaf labels in the plain pouch.,0.060977564999999956,complete,False,False,False,False,False,True,False,False
slot_07:ir_08_04,review_dd9d6d0db2a3fd41af98ecde7e250838,ir_08_04,qwen3:1.7b,ALWAYS,2,7,5,fragment_11,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_07_from_41,40,5,45,general_no_memory,ir_scenario_08,self_contained_general,True,False,ok,False,,4.863237688,False,0.008861626,0.008223702,0,0.0,policy_always,True,True,True,False,1,1,0,0.085660575,0.009491743,0.010217224,4.678988375,0.011362057,0.002675769,0.382202,3.995098,4.59219724,495,59,0,0,0,,,,,23,23,20,20,3,3,1,1,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005801""]",,False,,"Your notebook, Lark Atlas, helps organize observations, allowing you to compare data across nights by recording details like celestial positions, weather, and equipment settings.",0.050432385999998885,partial,False,False,False,False,True,False,False,False
slot_07:ir_08_06,review_5a532dc13c2bebb9d03fb54be3018094,ir_08_06,qwen3:1.7b,ALWAYS,2,7,6,fragment_11,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_07_from_41,40,6,46,lifecycle_or_authorization,ir_scenario_08,unauthorized,False,False,ok,False,,3.079068187,False,0.010908431,0.01018775,0,0.0,authorization_denied,False,,False,False,0,0,0,0.0,0.010254538,0.010286891,2.99430952,0.005582943,0.001602171,0.126485,2.717263,2.911503925,248,39,0,0,0,,,,,0,0,0,0,0,0,0,0,[],[],,False,,"I do not store or provide personal PINs, passwords, or secret keys.",0.03753811400000018,appropriate_abstention,False,False,True,False,False,True,False,False
